,Compound,Date,Negative,Neutral,News Outlet,Positive,Source Account,Tweets Ago,Tweets Text
-0.2023,Sun Apr 29 03:51:54 +0000 2018,0.824,0.112,@CNN,0.065,CNN,6,A passenger aboard Southwest Airlines Flight 1380 has filed a lawsuit against the company calling for compensatory… https://t.co/ZuICLVuEG4
-0.0516,Sun Apr 29 03:41:51 +0000 2018,0.787,0.111,@CNN,0.102,CNN,7,A Georgia police officer involved in the arrest of former NFL prospect Desmond Marrow has been placed on administra… https://t.co/H6dJda86cq
0.0,Sun Apr 29 03:22:11 +0000 2018,1.0,0.0,@CNN,0.0,CNN,8,North Korean leader Kim Jong Un told South Korean President Moon Jae-in that he will close his main nuclear test si… https://t.co/k6TVHlrACk
0.3818,Sun Apr 29 03:19:39 +0000 2018,0.833,0.0,@CNN,0.167,CNN,9,This is who comedian Michelle Wolf called out in her #WHCD roast https://t.co/mEYWakpHLy https://t.co/89dYdf1nnh
0.0,Sun Apr 29 03:12:12 +0000 2018,1.0,0.0,@CNN,0.0,CNN,10,#WHCD host Michelle Wolf roasted White House press secretary Sarah Sanders as she sat just feet away… https://t.co/XqjpcHG4CX
0.3818,Sun Apr 29 03:06:01 +0000 2018,0.885,0.0,@CNN,0.115,CNN,11,"Republican Paris Dennard on comedian Michelle Wolf's roast of Sarah Sanders: ""You don't have to be mean. ... You ca… https://t.co/foZXB4T7qJ"
0.6987,Sun Apr 29 02:53:55 +0000 2018,0.737,0.0,@CNN,0.263,CNN,12,"""Mr. President, I don't think you're very rich. Like, you might be rich in Idaho, but in New York, you're doing fin… https://t.co/k00pOxsdO0"
0.5106,Sun Apr 29 02:48:19 +0000 2018,0.837,0.0,@CNN,0.163,CNN,13,"""Democrats are harder to make fun of because you guys don't do anything."" 

- Michelle Wolf, #WHCD host… https://t.co/wW31AINKTR"
-0.024,Sun Apr 29 02:44:48 +0000 2018,0.791,0.106,@CNN,0.103,CNN,14,"Comedian Michelle Wolf: ""It is kind of crazy that the Trump campaign was in contact with Russia when the Hillary ca… https://t.co/X854UoooY9"
0.7003,Sun Apr 29 02:41:30 +0000 2018,0.664,0.074,@CNN,0.262,CNN,15,"Comedian Michelle Wolf: ""This is a great time for craft stores. Because of all the protests, posterboard has been f… https://t.co/t25jOyQQVE"
0.3818,Sun Apr 29 02:35:08 +0000 2018,0.89,0.0,@CNN,0.11,CNN,16,"Comedian Michelle Wolf: ""It's 2018 and I am a woman, so you cannot shut me up, unless you have Michael Cohen wire m… https://t.co/UnU9nEEqSq"
0.0129,Sun Apr 29 02:22:56 +0000 2018,0.948,0.0,@CNN,0.052,CNN,17,"""Know that what you do matters. ... Done right, journalism cannot just inform, but empower citizens,"" says House Sp… https://t.co/Fzvjki9s85"
0.6249,Sun Apr 29 02:21:20 +0000 2018,0.769,0.0,@CNN,0.231,CNN,18,"""Cheers to the First Amendment,"" says House Speaker Paul Ryan in a video that starts with light-hearted jokes, and… https://t.co/gDBoF18eYT"
0.0,Sun Apr 29 02:14:37 +0000 2018,1.0,0.0,@CNN,0.0,CNN,19,"""US presidents have attended this dinner nearly every year since Calvin Coolidge's days. And that's a tradition we… https://t.co/rcKyODR0nV"
-0.7351,Sun Apr 29 02:07:50 +0000 2018,0.754,0.246,@CNN,0.0,CNN,20,"""An attack on any journalist is an attack on us all,"" says Margaret Talev, president of the White House Corresponde… https://t.co/NUphkis6m2"
-0.1728,Sun Apr 29 02:04:51 +0000 2018,0.777,0.127,@CNN,0.096,CNN,21,"""I had a really good set, but he wouldn't unload. He would not laugh."" - Comedian Darrell Hammond recalls performin… https://t.co/xzq2ujqqvn"
0.3818,Sun Apr 29 02:00:43 +0000 2018,0.874,0.0,@CNN,0.126,CNN,22,"""Daily Show"" comedian Hasan Minhaj spoke at the White House correspondents' dinner last year. Here's a look back at… https://t.co/Hm6AYA3m7M"
-0.3182,Sun Apr 29 02:00:11 +0000 2018,0.887,0.113,@CNN,0.0,CNN,23,"More women sign up to defend former ""NBC Nightly News"" anchor Tom Brokaw and tension in NBC grows… https://t.co/5UwR8cIV5t"
0.0,Sun Apr 29 01:53:45 +0000 2018,1.0,0.0,@CNN,0.0,CNN,24,"""The Daily Show"" contributor Michelle Wolf is hosting tonight's White House correspondents' dinner. Here are four t… https://t.co/5b5q9o6IYX"
0.0,Sun Apr 29 01:51:17 +0000 2018,1.0,0.0,@CNN,0.0,CNN,25,"Washington officials, power brokers and journalists get together for the White House correspondents' dinner. #WHCD… https://t.co/X0VxpKpkUK"
0.0,Sun Apr 29 01:30:12 +0000 2018,1.0,0.0,@CNN,0.0,CNN,26,America’s SW border is about 1900 miles long. So how many border patrol agents should it take to guard it?… https://t.co/hZKAnQRthI
0.4404,Sun Apr 29 01:29:34 +0000 2018,0.861,0.0,@CNN,0.139,CNN,27,"President Trump told supporters at a speech that if Congress did not meet his funding demands for border security,… https://t.co/5KB0qPpVDM"
-0.9042,Sun Apr 29 01:10:29 +0000 2018,0.588,0.412,@CNN,0.0,CNN,28,"A young woman killed in the attack at a Waffle House in Tennessee died singing gospel songs, the restaurant chain's… https://t.co/u3mRZVZ2wC"
0.5267,Sun Apr 29 01:00:08 +0000 2018,0.841,0.0,@CNN,0.159,CNN,29,"China's technological rise has been fueled by US tech companies that ""prostituted themselves"" to gain access to the… https://t.co/jhpceKTi8n"
0.4404,Sun Apr 29 00:59:17 +0000 2018,0.861,0.0,@CNN,0.139,CNN,30,“Is this better than that phony Washington White House Correspondents’ Dinner? ... I could be up there tonight smil… https://t.co/r6aioBZfwT
-0.6908,Sun Apr 29 00:48:31 +0000 2018,0.662,0.251,@CNN,0.087,CNN,31,"President Trump on midterm elections: ""We gotta go out, and we gotta fight like hell ... and I think we're going to… https://t.co/eIw5QrLIxR"
0.0,Sun Apr 29 00:41:07 +0000 2018,1.0,0.0,@CNN,0.0,CNN,32,"President Trump, during a rally in Michigan, says potential talks with North Korean leader Kim Jong Un could happen… https://t.co/6ZtYv6QRSg"
0.4939,Sun Apr 29 00:38:58 +0000 2018,0.591,0.142,@CNN,0.268,CNN,33,President Trump on former FBI Director James Comey: “I did you a great favor when I fired this guy”… https://t.co/ak8cMmJgY9
-0.8658,Sun Apr 29 00:30:06 +0000 2018,0.508,0.492,@CNN,0.0,CNN,34,"Man accused of killing Maine police officer arrested, ending 4-day manhunt https://t.co/OPr0VdhoV1 https://t.co/CpiWHXN0Ve"
-0.4404,Sun Apr 29 00:27:31 +0000 2018,0.854,0.146,@CNN,0.0,CNN,35,President Trump attacks Sen. Jon Tester over the Democrat’s opposition to Rear Adm. Ronny Jackson’s VA nomination:… https://t.co/BBzuijmwLU
0.0,Sun Apr 29 00:17:23 +0000 2018,1.0,0.0,@CNN,0.0,CNN,36,"""Kanye West gets it,"" President Trump says during a rally in Michigan as he talks about African-American employment… https://t.co/1CAHKfZvs7"
0.0,Sun Apr 29 00:05:50 +0000 2018,1.0,0.0,@CNN,0.0,CNN,37,"Former White House Communications Director Anthony Scaramucci says President Trump ""probably has a conflicted view… https://t.co/tHaVAeoSOk"
-0.2023,Sun Apr 29 00:00:05 +0000 2018,0.8,0.127,@CNN,0.073,CNN,38,Why President Trump's snubbing of the White House correspondents' dinner matters https://t.co/Z0zmOipmmI | Analysis… https://t.co/pMbmogZ8Jr
0.5423,Sat Apr 28 23:57:23 +0000 2018,0.671,0.102,@CNN,0.226,CNN,39,RT @CNNPolitics: President Trump attacks Democrats at the rally: “The Democrats don’t care about our military ... they don’t care about our…
0.0,Sat Apr 28 23:53:14 +0000 2018,1.0,0.0,@CNN,0.0,CNN,40,"The crowd in Washington Township, Michigan, chants ""Nobel! Nobel!"" as President Trump talks North Korea… https://t.co/qPS4cnChG2"
0.0,Sat Apr 28 23:48:43 +0000 2018,1.0,0.0,@CNN,0.0,CNN,41,"President Trump started his rally in Michigan with a jab at the White House Correspondents' Dinner: ""I'd rather be… https://t.co/42suPwG9x5"
0.4336,Sat Apr 28 23:42:01 +0000 2018,0.875,0.0,@CNN,0.125,CNN,42,"President Trump speaks at a rally in Michigan: “We need to elect more Republicans so we can protect our cities, def… https://t.co/hVT6m8l0W0"
0.0,Sat Apr 28 23:39:00 +0000 2018,1.0,0.0,@CNN,0.0,CNN,43,RT @CNNPolitics: Former White House economic adviser Gary Cohn at the White House Correspondents’ Dinner: “Freedom of the press is very imp…
-0.5423,Sat Apr 28 23:36:51 +0000 2018,0.657,0.232,@CNN,0.111,CNN,44,"Larry Harvey, the founder of the Burning Man festival now held in Nevada, has died at age 70 after suffering a stro… https://t.co/FuL6HCtoE0"
0.0,Sat Apr 28 23:33:51 +0000 2018,1.0,0.0,@CNN,0.0,CNN,45,"President Trump speaks in Washington Township, Michigan. https://t.co/UYpqI3w42L

Watch on Facebook:… https://t.co/ZjWccYtjb5"
-0.296,Sat Apr 28 23:30:04 +0000 2018,0.694,0.194,@CNN,0.111,CNN,46,"Bill Cosby prosecutor ""filled with awe"" after his guilty verdict https://t.co/HXgMtbkF22 https://t.co/UsFxnGeDAt"
0.0,Sat Apr 28 23:27:03 +0000 2018,1.0,0.0,@CNN,0.0,CNN,47,President Trump is skipping tonight's annual White House correspondents' dinner to hold a campaign rally in Michiga… https://t.co/fxwpDSzkkn
0.0,Sat Apr 28 23:26:56 +0000 2018,1.0,0.0,@CNN,0.0,CNN,48,"President Trump is holding a campaign-style rally in Washington Township, Michigan. Follow live updates:… https://t.co/93luKEW5RT"
0.0,Sat Apr 28 23:20:07 +0000 2018,1.0,0.0,@CNN,0.0,CNN,49,President Trump is skipping the White House correspondents' dinner for the second year in a row. Follow live update… https://t.co/mg4u9Fk0cr
0.3612,Sat Apr 28 23:13:01 +0000 2018,0.872,0.0,@CNN,0.128,CNN,50,White House press secretary Sarah Sanders says President Trump encouraged his staff to attend this year's correspon… https://t.co/fWR05TuG2G
0.4939,Sat Apr 28 23:00:06 +0000 2018,0.814,0.0,@CNN,0.186,CNN,51,"Seattle Seahawks draft a player with one hand, the first in modern NFL history https://t.co/GGyUneemM8 https://t.co/nAmkAvcQxk"
0.0,Sat Apr 28 22:56:00 +0000 2018,1.0,0.0,@CNN,0.0,CNN,52,"CNN's Brian Stelter says dozens of White House officals attending the Correspondents' Dinner ""shows how hollow the… https://t.co/vXjozorGTz"
0.3182,Sat Apr 28 22:49:03 +0000 2018,0.858,0.0,@CNN,0.142,CNN,53,Jean-Eric Vergne claims an emotional victory in his home city of Paris to extend his title lead in the Formula E ch… https://t.co/7vfgtWkPil
0.0,Sat Apr 28 22:42:57 +0000 2018,1.0,0.0,@CNN,0.0,CNN,54,CNN's Dianne Gallagher reports that a big crowd of people is lined up waiting to attend a Trump rally in Michigan.… https://t.co/vcf8G8SyvL
0.0,Sat Apr 28 22:34:05 +0000 2018,1.0,0.0,@CNN,0.0,CNN,55,Largest child sacrifice in history discovered in Peru https://t.co/F6JCXFLqga https://t.co/AMp8qB0w9A
0.0,Sat Apr 28 22:27:00 +0000 2018,1.0,0.0,@CNN,0.0,CNN,56,"""The President is known to go in all sorts of directions at these rallies. ... he's among his supporters."" CNN's Bo… https://t.co/KiBd3ij56I"
-0.296,Sat Apr 28 22:20:08 +0000 2018,0.855,0.145,@CNN,0.0,CNN,57,Democrats need to stop believing this myth about Trump's base https://t.co/9pnZ8nW2te (via @CNNOpinion) https://t.co/8TYAwvpJWs
0.0,Sat Apr 28 22:13:12 +0000 2018,1.0,0.0,@CNN,0.0,CNN,58,Former White House press secretary Sean Spicer arrives on the red carpet of the White House Correspondents' Dinner.… https://t.co/Y26NWl3MDj
0.4939,Sat Apr 28 22:00:03 +0000 2018,0.802,0.0,@CNN,0.198,CNN,59,Alfie's Army rallies behind his family and releases balloons in his honor https://t.co/S2lrmgGwDq https://t.co/wgwohD5XZT
-0.743,Sat Apr 28 21:45:06 +0000 2018,0.597,0.333,@CNN,0.07,CNN,60,"Thousands protest after men are cleared of rape in Spain's ""wolf pack"" case https://t.co/pk0Lcaa4WV https://t.co/3xdwBoqpPe"
0.5574,Sat Apr 28 21:30:08 +0000 2018,0.526,0.142,@CNN,0.332,CNN,61,Joy Reid apologizes and says experts haven't proven she was hacked https://t.co/AuWUmc769z https://t.co/fKTdJtR6yp
0.0,Sat Apr 28 21:15:07 +0000 2018,1.0,0.0,@CNN,0.0,CNN,62,"British supermarket chain Sainsbury's in ""advanced"" merger talks with Walmart's Asda https://t.co/qFGHFsnda1 https://t.co/kk8MNJm212"
0.0,Sat Apr 28 21:00:08 +0000 2018,1.0,0.0,@CNN,0.0,CNN,63,President Trump to skip White House Correspondents' Dinner for Michigan rally https://t.co/PcCNRpqnGh https://t.co/OgmRtq8l80
0.0,Sat Apr 28 20:45:03 +0000 2018,1.0,0.0,@CNN,0.0,CNN,64,"President Trump may have just had a breakthrough, writes Frida Ghitis for @CNNOpinion https://t.co/eXXqkgZ1jr https://t.co/odHr6m14yU"
0.0,Sat Apr 28 20:30:05 +0000 2018,1.0,0.0,@CNN,0.0,CNN,65,What to expect at the White House Correspondents' dinner https://t.co/7cpfigUXYM https://t.co/rAzCEqJOu7
0.5859,Sat Apr 28 20:15:05 +0000 2018,0.625,0.0,@CNN,0.375,CNN,66,Veterans' grass-roots movement shares health benefits of marijuana https://t.co/ASR2JEfHXL https://t.co/g2obaa6tAS
0.5267,Sat Apr 28 20:00:10 +0000 2018,0.726,0.0,@CNN,0.274,CNN,67,"North Korean state media praises ""historic"" Kim-Moon summit https://t.co/yoEiSPqb7J https://t.co/vAkN23ucHn"
0.7506,Sat Apr 28 19:45:06 +0000 2018,0.714,0.0,@CNN,0.286,CNN,68,South Koreans dare to hope of once unthinkable peace with North Korean leader Kim Jong Un https://t.co/IQZjkgkyFd https://t.co/Yf0AtCoWZw
0.0,Sat Apr 28 19:30:14 +0000 2018,1.0,0.0,@CNN,0.0,CNN,69,"Texas voter ID law can go into effect, appeals court panel rules https://t.co/KUMDKOEA0I https://t.co/HO460OF9o4"
0.0,Sat Apr 28 19:15:09 +0000 2018,0.548,0.192,@CNN,0.26,CNN,70,This bill could weaken the protection of a credit freeze https://t.co/mmVkY9BttT https://t.co/KDVxAnSYQO
0.7184,Sat Apr 28 19:00:06 +0000 2018,0.647,0.0,@CNN,0.353,CNN,71,"China and India agree to maintain border peace, as summit ends https://t.co/mbe9FCpyAc https://t.co/13e9MUtA2v"
0.4215,Sat Apr 28 18:45:07 +0000 2018,0.633,0.127,@CNN,0.241,CNN,72,Australian Olympian Peter Norman honored over 1968 black power protest https://t.co/Am7VJfOwCS https://t.co/rj0fzhzawB
0.0,Sat Apr 28 18:30:06 +0000 2018,1.0,0.0,@CNN,0.0,CNN,73,Who is Meghan Markle's future husband? https://t.co/xrBmz2CcXG https://t.co/Eg76r4rwnl
0.1779,Sat Apr 28 18:15:04 +0000 2018,0.855,0.0,@CNN,0.145,CNN,74,Everything Amazon has added to Prime over the years https://t.co/9hB9XzHbLG https://t.co/yDYCJrI2z8
0.8834,Sat Apr 28 18:15:00 +0000 2018,0.57,0.0,@CNN,0.43,CNN,75,New Orleans residents share their pride and passion for their home as the city celebrates its 300th anniversary… https://t.co/UfCy8h12Di
-0.4767,Sat Apr 28 18:00:09 +0000 2018,0.838,0.162,@CNN,0.0,CNN,76,"White House shows documents to defend Dr. Ronny Jackson on car accident, some questions over pills… https://t.co/5c3ChCSNym"
-0.34,Sat Apr 28 17:45:05 +0000 2018,0.888,0.112,@CNN,0.0,CNN,77,President Trump calls for Democratic Sen. Jon Tester to resign over his opposition to White House physician Ronny J… https://t.co/ZJhmRN8aAc
0.0,Sat Apr 28 17:30:13 +0000 2018,1.0,0.0,@CNN,0.0,CNN,78,The Gaia satellite gave us a new star map that is out of this world https://t.co/AF3vhrj9jy (via @CNNOpinion) https://t.co/7t7pSfFiFe
0.5106,Sat Apr 28 17:15:06 +0000 2018,0.784,0.0,@CNN,0.216,CNN,79,Liberian ex-President Ellen Johnson Sirleaf dedicates $5M prize to women's empowerment https://t.co/Z1FxeTtMCz https://t.co/C7PSeLQaXL
-0.6369,Sat Apr 28 17:00:07 +0000 2018,0.593,0.292,@CNN,0.114,CNN,80,"Judge in case Jeff Sessions picked for immigrant domestic violence asylum review issued ""clearly erroneous"" decisio… https://t.co/iCPBhArGFZ"
0.4019,Sat Apr 28 16:45:02 +0000 2018,0.803,0.0,@CNN,0.197,CNN,81,British toddler Alfie Evans dies after life support is withdrawn https://t.co/kWyjArvwSW https://t.co/aivTfu5iCV
-0.6705,Sat Apr 28 16:30:09 +0000 2018,0.64,0.36,@CNN,0.0,CNN,82,Military officials killed in Somalia restaurant blast https://t.co/eX3me7Hdx4 https://t.co/R8s04UZkvK
-0.296,Sat Apr 28 16:15:06 +0000 2018,0.804,0.196,@CNN,0.0,CNN,83,Here's what you missed during a busy news week https://t.co/rsVrBe1WFd https://t.co/AaO16FxKqY
0.4404,Sat Apr 28 16:00:11 +0000 2018,0.769,0.0,@CNN,0.231,CNN,84,Defense Secretary James Mattis woos National Security Advisor John Bolton with breakfast club invite… https://t.co/1LDQiN4soe
-0.8957,Sat Apr 28 15:45:11 +0000 2018,0.393,0.607,@CNN,0.0,CNN,85,Soldiers among 6 killed in Afghanistan car bomb attack https://t.co/GMsLhU1UE9 https://t.co/tEGfMBMEvl
0.0,Sat Apr 28 15:34:24 +0000 2018,1.0,0.0,@CNN,0.0,CNN,86,President Trump and South Korean President Moon talk ahead of North Korea meeting https://t.co/t6LGP10E07 https://t.co/HjO4dSX67p
0.5574,Sat Apr 28 15:00:06 +0000 2018,0.841,0.0,@CNN,0.159,CNN,87,"Kanye West just released a new song defending his praise for Trump. The track features West debating with Tip ""T.I.… https://t.co/asge9HLqNw"
0.0,Sat Apr 28 14:31:01 +0000 2018,1.0,0.0,@CNN,0.0,CNN,88,3000 miles. Sickness. Trains of trash. A 27-year-old pregnant mother of two recounts fleeing from Honduras alongsid… https://t.co/wzULYjTADs
-0.6249,Sat Apr 28 14:01:08 +0000 2018,0.745,0.255,@CNN,0.0,CNN,89,These kids were being bullied. Then a photographer transformed them into Avengers superheroes… https://t.co/oRtaz9zecY
-0.3612,Sat Apr 28 13:31:07 +0000 2018,0.783,0.217,@CNN,0.0,CNN,90,Here's how far teacher salaries have fallen behind https://t.co/6XtGE8D2nK https://t.co/hcdGo2sAPZ
0.34,Sat Apr 28 13:01:07 +0000 2018,0.805,0.0,@CNN,0.195,CNN,91,Amazon is raising the price of Amazon Prime from $99 to $119 per year https://t.co/N0DpVCku8I https://t.co/84REwojwf9
0.0,Sat Apr 28 12:31:03 +0000 2018,1.0,0.0,@CNN,0.0,CNN,92,Sweden has opened the world's first public road that allows electric cars to recharge while driving… https://t.co/Rfw1DgEHKD
0.7717,Sat Apr 28 12:01:02 +0000 2018,0.642,0.0,@CNN,0.358,CNN,93,"The super groovy talent behind ""Schoolhouse Rock"" | By Gene Seymour via @CNNOpinion https://t.co/8P3O7IDmnH https://t.co/rTKmd9z58Q"
0.0,Sat Apr 28 11:31:05 +0000 2018,1.0,0.0,@CNN,0.0,CNN,94,"As the world's most populous nation, with the second-biggest economy, China is finding new and increasingly nerve-r… https://t.co/lfY9olJ3FX"
0.3612,Sat Apr 28 11:01:02 +0000 2018,0.828,0.0,@CNN,0.172,CNN,95,Get ready for the world's longest nonstop flight: Almost 20 hours https://t.co/ILyfh70lqm https://t.co/e8HtT9SZXf
0.7501,Sat Apr 28 10:46:04 +0000 2018,0.767,0.0,@CNN,0.233,CNN,96,"""Hannity is a very wealthy man. So is Donald Trump. It appears that part of the way they became rich was by decryin… https://t.co/tZ5M9pVhL9"
-0.1779,Sat Apr 28 10:31:05 +0000 2018,0.855,0.145,@CNN,0.0,CNN,97,These mysterious Arctic ice holes have NASA scientists puzzled https://t.co/EX5e9ACPux https://t.co/93xOfQRUqP
-0.5267,Sat Apr 28 10:16:05 +0000 2018,0.833,0.167,@CNN,0.0,CNN,98,A man was threatening to jump off an overpass so these truckers parked underneath to break his fall… https://t.co/gMe3YRDj4A
0.0,Sat Apr 28 10:01:05 +0000 2018,1.0,0.0,@CNN,0.0,CNN,99,Nickelodeon is bringing back 'Double Dare' https://t.co/hJqRcKg93b https://t.co/Xkj4pEPnWO
0.0,Sat Apr 28 09:46:01 +0000 2018,1.0,0.0,@CNN,0.0,CNN,100,"Walmart's CEO earns 1,188 times as much as the company's median worker https://t.co/EfQG8ccR3e https://t.co/Ihk2Ta8Rju"
Compound,Date,Negative,Neutral,News Outlet,Positive,Source Account,Tweets Ago,Tweets Text
-0.6369,Sat Apr 28 20:01:07 +0000 2018,0.652,0.25,@BBC,0.098,BBC,1,"A crisis of plastic waste in Indonesia has become so acute that the army has been called in to help.
👉… https://t.co/Qt2S1UlKNf"
0.765,Sat Apr 28 19:06:03 +0000 2018,0.694,0.0,@BBC,0.306,BBC,2,❤️ This make-up artist is using her skills to help scarred women feel beautiful again. https://t.co/BuQ3vMwtPn
0.0,Sat Apr 28 18:01:06 +0000 2018,1.0,0.0,@BBC,0.0,BBC,3,"The UK's obesity rates have more than trebled in the past 30 years. 
#BritainsFatFight https://t.co/xE8qL5t1yE"
0.5994,Sat Apr 28 17:02:00 +0000 2018,0.786,0.0,@BBC,0.214,BBC,4,🤖📸 @TWBBC have created a chatbot that can predict how influential your Instagram pictures will be before you post t… https://t.co/lvLPMQ8iyz
0.0,Sat Apr 28 16:29:48 +0000 2018,1.0,0.0,@BBC,0.0,BBC,5,RT @BBCOne: It turns out Tamsin Greig has had some... sickly... experiences during her time on stage 🤢 #TheGNShow https://t.co/SOfsgk4bre
0.0,Sat Apr 28 16:03:03 +0000 2018,1.0,0.0,@BBC,0.0,BBC,6,"⚖ BMI and obesity: Where are you on the UK fat scale? 

Try this calculator and see how you compare.
👉… https://t.co/dHecwNK6uG"
-0.7906,Sat Apr 28 15:00:23 +0000 2018,0.611,0.389,@BBC,0.0,BBC,7,Palm oil can destroy the habitats of orangutans - and poison your dog. https://t.co/8Pu4OmKRxh
0.0,Sat Apr 28 14:10:02 +0000 2018,1.0,0.0,@BBC,0.0,BBC,8,"🌈👀 Depending on what language you speak, your eye perceives colours – and the world – differently from someone else… https://t.co/bjyH9RnpP6"
0.0,Sat Apr 28 13:00:23 +0000 2018,1.0,0.0,@BBC,0.0,BBC,9,"⛷🦅 A test of speed and agility.
#SuperFastFalcon https://t.co/kywvTfrLMw"
0.0516,Sat Apr 28 12:00:21 +0000 2018,0.789,0.101,@BBC,0.11,BBC,10,"😕 People are getting surgery to look like their Snapchat selfies...

It’s called ‘Snapchat dysmorphia’ - and it’s o… https://t.co/skDno7F9a1"
0.0,Sat Apr 28 11:08:45 +0000 2018,1.0,0.0,@BBC,0.0,BBC,11,"RT @BBCOne: Every, single, week 🤦‍♀️ https://t.co/d15I1CG9Iy"
-0.2023,Sat Apr 28 11:00:17 +0000 2018,0.58,0.239,@BBC,0.181,BBC,12,This cafe in Greater Manchester only employs former prisoners. https://t.co/7uQhzzVCYm
-0.6239,Sat Apr 28 10:32:00 +0000 2018,0.719,0.281,@BBC,0.0,BBC,13,"🎤🎶Absolutely on fire! 🔥

The incredible @JessieJ performs a #GigInAMinute for #SoundsLikeFridayNight 

Watch it in… https://t.co/KAbgQz62te"
0.0,Sat Apr 28 10:07:26 +0000 2018,1.0,0.0,@BBC,0.0,BBC,14,RT @bbcideas: 🥚 Why nursery rhymes aren't always what they seem 🥚https://t.co/UfZnW0AUFG https://t.co/XCQCQBLTPS
0.1779,Sat Apr 28 10:00:12 +0000 2018,0.775,0.1,@BBC,0.125,BBC,15,"Take the politics out of it. By the numbers, what would we gain – and lose – if all firearms suddenly were wiped of… https://t.co/byYeF15IeS"
-0.0258,Sat Apr 28 09:00:19 +0000 2018,0.599,0.174,@BBC,0.228,BBC,16,🦈 Australian lifeguards are now using drones to help prevent shark attacks. https://t.co/HDvy0MSlVo
0.0,Sat Apr 28 08:00:10 +0000 2018,1.0,0.0,@BBC,0.0,BBC,17,"How does plastic actually enter our oceans? 
#OurBluePlanet  https://t.co/LdOt9inVFS"
-0.5267,Fri Apr 27 18:24:05 +0000 2018,0.825,0.175,@BBC,0.0,BBC,18,"Record levels of microplastics have been found trapped inside sea ice floating in the Arctic.
👉… https://t.co/TnDMONKhYD"
0.296,Fri Apr 27 17:23:00 +0000 2018,0.885,0.0,@BBC,0.115,BBC,19,"👏🎶Who will join saxophonist Robert Burton in the 2018 @BBCYoungMus semi-final? 

Watch the brass category final ton… https://t.co/SQwHSnaYmp"
0.0,Fri Apr 27 16:01:06 +0000 2018,1.0,0.0,@BBC,0.0,BBC,20,"🙌🎶 @George_Ezra. @AnneMarie. @NiallOfficial. @CHVRCHES. @Migos.

Tonight's #SoundsLikeFridayNight is going to be HU… https://t.co/13yecJuHFk"
-0.7783,Fri Apr 27 15:01:05 +0000 2018,0.714,0.286,@BBC,0.0,BBC,21,"💔🐴 Horses are regularly being 'fly-tipped' and left to die by irresponsible owners.
👉 https://t.co/pTjgWOddaz https://t.co/63k7pzfKmw"
0.0,Fri Apr 27 13:00:19 +0000 2018,1.0,0.0,@BBC,0.0,BBC,22,"🍔 Can lab-grown veggie alternatives wean us off our addiction to red meat?
👉https://t.co/1ZltVcmg1A https://t.co/XuB6LrEeZH"
0.4199,Fri Apr 27 12:46:17 +0000 2018,0.878,0.0,@BBC,0.122,BBC,23,RT @bbcpress: Thank you for the (new) music ABBA! We’ll bring you more info on this announcement in due course… https://t.co/t95MJu68Oa
0.0,Fri Apr 27 12:01:07 +0000 2018,1.0,0.0,@BBC,0.0,BBC,24,"🍻🐶 How am I supposed to concentrate on what Stevie's saying when there's a dog over there?
https://t.co/Fu9LaC6WxG"
0.0,Fri Apr 27 11:56:10 +0000 2018,1.0,0.0,@BBC,0.0,BBC,25,RT @BBCNewsEnts: Big news for Abba fans - they've recorded two new songs https://t.co/8AbjhzEbeE
0.0,Fri Apr 27 11:00:23 +0000 2018,1.0,0.0,@BBC,0.0,BBC,26,"Fancy a Cuddle-Me-Buff whilst I razzle this sausage?

These seven old English words deserve to make a comeback.
👉… https://t.co/7dPSsPsBKW"
-0.3595,Fri Apr 27 10:44:50 +0000 2018,0.898,0.102,@BBC,0.0,BBC,27,"RT @CBeebiesHQ: No detective work needed for this story… 🕵️

Elton John is going to be reading our #BedtimeStory very soon! 📚

@eltonoffici…"
0.0,Fri Apr 27 10:09:31 +0000 2018,1.0,0.0,@BBC,0.0,BBC,28,"💕 Louis Arthur Charles 💕

The Duke and Duchess of Cambridge reveal the name of their new prince.
👉… https://t.co/EXKxBTaqam"
0.0,Fri Apr 27 08:48:14 +0000 2018,1.0,0.0,@BBC,0.0,BBC,29,"😱😱😱 South Korean boy band @BTS_twt have announced a mammoth world tour which includes two UK dates!!! #BTS
👉… https://t.co/X6zgjEttlo"
0.4019,Fri Apr 27 08:00:18 +0000 2018,0.769,0.0,@BBC,0.231,BBC,30,Do you know how to help a 🐝 in need? https://t.co/FDtmxUkzGS
0.4767,Fri Apr 27 07:30:15 +0000 2018,0.838,0.0,@BBC,0.162,BBC,31,"📸🍎 See the colourful winners of this year's Pink Lady @FoodPhotoAward.
👉 https://t.co/hLSxgDDeAQ https://t.co/M7AJIhLtVY"
-0.3612,Fri Apr 27 07:00:24 +0000 2018,0.872,0.128,@BBC,0.0,BBC,32,"Tom’s autism means he struggles to identify his own emotions and respond to others’. 

Could a new heartbeat-based… https://t.co/w2CjrJ9P5T"
-0.4588,Thu Apr 26 20:05:00 +0000 2018,0.857,0.143,@BBC,0.0,BBC,33,The heartbreaking story of the artist who gave the children of this concentration camp art lessons. Their beautiful… https://t.co/gMFqgqgtvg
