,Compound,Date,Negative,Neutral,News Outlet,Positive,Source Account,Tweets Ago,Tweets Text
49,0.5994,Sat Apr 28 17:40:01 +0000 2018,0.674,0.09,@CBSNews,0.236,CBSNews,50,"MSNBC's Joy Reid, under fire for homophobic language in old blog posts, apologizes and says she hasn't been able to… https://t.co/cJ10dk42Nq"
50,-0.765,Sat Apr 28 17:19:51 +0000 2018,0.645,0.355,@CBSNews,0.0,CBSNews,51,"John Williams, accused of killing police officer in Maine, has been captured https://t.co/xmvipuCNY0 https://t.co/VJBD4rG8DU"
51,0.0,Sat Apr 28 17:00:03 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,52,"A  student loan services company recently notified 16,500 borrowers that files containing personal data were releas… https://t.co/SDrhy2YP6H"
52,-0.3182,Sat Apr 28 16:40:02 +0000 2018,0.887,0.113,@CBSNews,0.0,CBSNews,53,The Environmental Protection Agency's watchdog confirmed it is aware of -- and looking into -- accusations about EP… https://t.co/uP84J9IukT
53,0.0,Sat Apr 28 16:27:41 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,54,"Secretary of state Mike Pompeo arrived in Riyadh, Saudi Arabia, on Saturday -- two days after being confirmed. He's… https://t.co/8UDOJfEk8P"
54,-0.34,Sat Apr 28 16:20:03 +0000 2018,0.882,0.118,@CBSNews,0.0,CBSNews,55,President Trump calls on Montana's Sen. Jon Tester to resign over his role in surfacing unproven misconduct allegat… https://t.co/CffpDi4zi5
55,-0.296,Sat Apr 28 16:00:03 +0000 2018,0.901,0.099,@CBSNews,0.0,CBSNews,56,Is a flesh body a requirement to be human? One Japanese scientist says no. And now he’s building a new breed of hum… https://t.co/KjqEiA274s
56,0.0,Sat Apr 28 15:40:02 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,57,"Backlash mounts after ""Yellow Fever"" restaurant opens inside Whole Foods 365
https://t.co/HfXwgucb3s https://t.co/xpqsCYlX2C"
57,0.0,Sat Apr 28 15:20:01 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,58,There have been a record 28 April MLB postponements from rain and snow so far: https://t.co/lZhHlfnsgy https://t.co/KODnHKp2RW
58,-0.34,Sat Apr 28 15:00:04 +0000 2018,0.862,0.138,@CBSNews,0.0,CBSNews,59,A building in Azerbaijan that once was intended to be a Trump-branded hotel has caught fire https://t.co/K5DKw9pXDd https://t.co/sO0NX5xdRf
59,-0.7906,Sat Apr 28 14:40:01 +0000 2018,0.708,0.292,@CBSNews,0.0,CBSNews,60,Death toll rises to 9 in a stabbing attack outside a middle school in northwestern China allegedly carried out by a… https://t.co/6EiqZrHsG5
60,0.4404,Sat Apr 28 14:20:01 +0000 2018,0.847,0.0,@CBSNews,0.153,CBSNews,61,Rachel Maddow and Maria Shriver are among dozens of women who signed a letter supporting Tom Brokaw… https://t.co/LxAQoWRwAv
61,0.0,Sat Apr 28 14:00:03 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,62,Mongolia and Singapore are the final two sites under consideration for the upcoming summit between President Trump… https://t.co/HRxwIC6w0w
62,0.0772,Sat Apr 28 13:40:01 +0000 2018,0.692,0.145,@CBSNews,0.164,CBSNews,63,"President Trump says he has a responsibility to resolve the Korean conflict
https://t.co/mQU1yV0PXR https://t.co/OEaI3GzrEp"
63,0.0,Sat Apr 28 13:20:01 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,64,"Teachers and Arizona Gov. Doug Ducey are at odds as deal announced
https://t.co/1B4Va9rOGR https://t.co/AEHKUxcg4l"
64,0.5106,Sat Apr 28 13:03:04 +0000 2018,0.677,0.0,@CBSNews,0.323,CBSNews,65,Judge dismisses Paul Manafort's civil suit challenging special counsel https://t.co/skpVAfiDoB https://t.co/rZMF78mP6b
65,0.0,Sat Apr 28 12:48:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,66,ABBA announces first new material in 35 years https://t.co/ErJ9AMOXpB https://t.co/zrOwK7oCmz
66,0.0772,Sat Apr 28 12:45:08 +0000 2018,0.647,0.165,@CBSNews,0.187,CBSNews,67,Trump says he has responsibility to resolve Korean conflict https://t.co/Lw6POHEFZA https://t.co/1svWmL5gUy
67,0.2263,Sat Apr 28 12:33:04 +0000 2018,0.675,0.135,@CBSNews,0.19,CBSNews,68,"House Intelligence Committee Republicans find ""no evidence"" of Trump campaign collusion https://t.co/B5AcRIZVJz https://t.co/E2HYnztYR0"
68,0.0,Sat Apr 28 12:18:03 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,69,Royal baby name announced: Prince Louis Arthur Charles https://t.co/EnNquEoImn https://t.co/mpXjkdnGYV
69,0.0,Sat Apr 28 12:03:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,70,Kenya bans Cannes-bound film over “lesbianism” https://t.co/WE929Mk0Vp https://t.co/bUMWwnYc6k
70,0.0,Sat Apr 28 11:57:30 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,71,RT @CBSThisMorning: The nationwide E. coli contamination linked to romaine lettuce has spread to three more states. Health officials report…
71,-0.6705,Sat Apr 28 11:48:04 +0000 2018,0.69,0.31,@CBSNews,0.0,CBSNews,72,Ex-radical who killed 2 NYC officers set to be paroled https://t.co/twLrpwYMfY https://t.co/I5gHw7r1HH
72,-0.6597,Sat Apr 28 11:40:06 +0000 2018,0.575,0.339,@CBSNews,0.086,CBSNews,73,"Alfie Evans, sick British toddler at center of legal battle, dies https://t.co/QGSUT8RLgQ https://t.co/qpZhvw1b3z"
73,0.0,Sat Apr 28 11:33:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,74,Your insurance company knows more about you than Facebook https://t.co/yiC3e6rYsg https://t.co/0pinDHmxsq
74,0.5093,Sat Apr 28 11:18:52 +0000 2018,0.82,0.0,@CBSNews,0.18,CBSNews,75,RT @CBSThisMorning: Welcome to the weekend! We’re live in the East with @AnthonyMasonCBS and @CBSMMiller. https://t.co/qvoDK3GIDa
75,0.0,Sat Apr 28 11:18:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,76,Wynn Resorts' newest casino won't carry Wynn name https://t.co/JPTm2mqrqI https://t.co/P69SKjqBBh
76,0.0,Sat Apr 28 11:03:03 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,77,"""I don't think he's playing,"" Pres. Trump says of Kim Jong Un https://t.co/oPmOpSoX8q https://t.co/m1g2IVRTEs"
77,0.0,Sat Apr 28 10:48:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,78,"""The Simpsons"" to become longest-running primetime scripted series on TV https://t.co/ViSDT6bUEx https://t.co/Fj9VCAbVPM"
78,-0.3182,Sat Apr 28 10:33:04 +0000 2018,0.796,0.204,@CBSNews,0.0,CBSNews,79,"GOP congressman who called aide ""soulmate"" abruptly resigns https://t.co/SCaVyJ1tnx https://t.co/Xojd0GhpWP"
79,0.0,Sat Apr 28 10:18:05 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,80,"""A new kind of human"": Robots step into everyday life in Japan https://t.co/CDbLYd31NJ https://t.co/Zn5lcQTGN9"
80,0.0,Sat Apr 28 10:03:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,81,E. coli outbreak tied to romaine lettuce is largest since 2006 https://t.co/Y6SZg3jzxG https://t.co/JzFhYhk3If
81,0.0,Sat Apr 28 09:48:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,82,"Judge orders Bill Cosby to remain in Philadelphia home, be fitted with GPS monitor https://t.co/sq5MVvyUiA https://t.co/TVGECCdTsD"
82,0.0,Sat Apr 28 09:33:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,83,"In Montana, it's Trump vs. Tester https://t.co/aSiE6QUkii https://t.co/LloG5LBegK"
83,-0.34,Sat Apr 28 09:18:04 +0000 2018,0.844,0.156,@CBSNews,0.0,CBSNews,84,"Palestinians try to rip through Gaza border fence, drawing heavy Israeli fire https://t.co/F8dyKtliUV https://t.co/4bFZRASIFn"
84,0.4404,Sat Apr 28 09:03:03 +0000 2018,0.642,0.0,@CBSNews,0.358,CBSNews,85,"""Truth prevails"": Andrea Constand hails Cosby verdict https://t.co/OSim8ziIWm https://t.co/qKNfnRHho9"
85,-0.0387,Sat Apr 28 08:48:03 +0000 2018,0.678,0.166,@CBSNews,0.156,CBSNews,86,"""Avengers: Infinity War"" receives mostly positive, but also tepid reviews https://t.co/wUdPrRMD7l https://t.co/xUh25DawJX"
86,0.5106,Sat Apr 28 08:33:04 +0000 2018,0.677,0.0,@CBSNews,0.323,CBSNews,87,Judge dismisses Paul Manafort's civil suit challenging special counsel https://t.co/skpVAfiDoB https://t.co/GNH3qAhNPT
87,0.0,Sat Apr 28 08:18:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,88,ABBA announces first new material in 35 years https://t.co/ErJ9AMOXpB https://t.co/SfJlJ5iI7n
88,0.0,Sat Apr 28 08:03:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,89,The surging ranks of super-commuters https://t.co/v2Ri9zAR9I https://t.co/Yi0lMYXCv9
89,0.0,Sat Apr 28 07:48:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,90,Retirees can be too frugal with their spending https://t.co/d8QBVYXyf9 https://t.co/WUrdIdLCgF
90,-0.5423,Sat Apr 28 07:33:06 +0000 2018,0.759,0.241,@CBSNews,0.0,CBSNews,91,Tom Brokaw withdraws as commencement speaker after sexual harassment allegations https://t.co/LQGjhOLCmT https://t.co/cANZFyr9Rp
91,0.0,Sat Apr 28 07:18:04 +0000 2018,1.0,0.0,@CBSNews,0.0,CBSNews,92,Russian lawyer who met with Donald Trump Jr. says she is an informant https://t.co/yOEhXCvETh https://t.co/xVLp9K258d
92,-0.296,Sat Apr 28 07:03:03 +0000 2018,0.672,0.209,@CBSNews,0.119,CBSNews,93,"Gloria Allred was ""shocked"" by Bill Cosby guilty verdict https://t.co/nH5SsrD0kt https://t.co/5ObYNpsyjW"
93,-0.34,Sat Apr 28 06:48:04 +0000 2018,0.821,0.179,@CBSNews,0.0,CBSNews,94,Recovered FBI agent texts include reaction to James Comey's firing https://t.co/OOiBbqTyHM https://t.co/3CAw27Z2oo
94,0.4019,Sat Apr 28 06:33:04 +0000 2018,0.847,0.0,@CBSNews,0.153,CBSNews,95,Kentucky man's video goes viral after he uses Walmart intercom to ask for help https://t.co/5kDqP22yZ4 https://t.co/AHpbT6pCeU
95,-0.3612,Sat Apr 28 06:18:04 +0000 2018,0.828,0.172,@CBSNews,0.0,CBSNews,96,"Women's severed heads found in Texas, Louisiana – are the discoveries linked? https://t.co/ElJMG6Tnc4 https://t.co/L1ZekB8Nru"
96,-0.4767,Sat Apr 28 06:03:04 +0000 2018,0.829,0.171,@CBSNews,0.0,CBSNews,97,"University of Utah ""Cry Closet"" lets students ""just let it all out"" during finals https://t.co/pfubUj389u https://t.co/2fhwai8kt7"
97,-0.5574,Sat Apr 28 05:48:04 +0000 2018,0.816,0.184,@CBSNews,0.0,CBSNews,98,"""She stepped into her coffin"": Family of woman who died after American Airlines flight sue https://t.co/VHPag236E4 https://t.co/CtDV4NQOme"
98,0.4767,Sat Apr 28 05:33:03 +0000 2018,0.558,0.126,@CBSNews,0.316,CBSNews,99,"""My fault yo"": Chance the Rapper apologizes for defending Kanye West's embrace of Trump https://t.co/xRKCE6yiB4 https://t.co/TjLBb2XBMp"
99,-0.6705,Sat Apr 28 05:18:04 +0000 2018,0.727,0.273,@CBSNews,0.0,CBSNews,100,Seven students killed in stabbing rampage at middle school in China https://t.co/COshause7Z https://t.co/5LcmW6OXZy
,Compound,Date,Negative,Neutral,News Outlet,Positive,Source Account,Tweets Ago,Tweets Text
0,0.2937,Sun Apr 29 04:50:00 +0000 2018,0.769,0.09,@FoxNews,0.141,FoxNews,1,".@cvpayne: ""I don't like the message @TheDemocrats have always pushed - ' We'll come to your rescue and get you hig… https://t.co/aXozoowFf0"
1,-0.7184,Sun Apr 29 04:49:00 +0000 2018,0.636,0.295,@FoxNews,0.068,FoxNews,2,".@VP reacts to the death of Alfie Evans, UK toddler at center of legal battle. https://t.co/G2pwpOuAa1 https://t.co/VVqgPKtJhs"
2,0.6249,Sun Apr 29 04:44:00 +0000 2018,0.796,0.0,@FoxNews,0.204,FoxNews,3,"President @realDonaldTrump: ""We inherit the legacy of the great Americans who constructed the railroads, tamed the… https://t.co/lsrQ9Hh37J"
3,0.0,Sun Apr 29 04:30:28 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,4,"Yellowstone geyser erupts for 3rd time in 6 weeks
https://t.co/ow5WM36eMC"
4,-0.5719,Sun Apr 29 04:19:00 +0000 2018,0.793,0.207,@FoxNews,0.0,FoxNews,5,".@PamBondi: ""I have no doubt in my mind the people of Broward County are going to vote [@BrowardSheriff] out.""… https://t.co/jDUOlqa01d"
5,0.5574,Sun Apr 29 04:00:00 +0000 2018,0.847,0.0,@FoxNews,0.153,FoxNews,6,.@RepKinzinger: “I think the president has done a fantastic job to drive North Korea to the table and he should get… https://t.co/UsSYEGnzaF
6,-0.4404,Sun Apr 29 03:51:00 +0000 2018,0.861,0.139,@FoxNews,0.0,FoxNews,7,"President @realDonaldTrump: ""It's time to look past the old divisions, tired thinking, the stale debates of the pas… https://t.co/dIV33JhJlJ"
7,-0.7184,Sun Apr 29 03:45:00 +0000 2018,0.636,0.295,@FoxNews,0.068,FoxNews,8,".@Pontifex reacts to the death of Alfie Evans, UK toddler at center of legal battle. https://t.co/G2pwpOMb1z https://t.co/fVr55lkcUg"
8,0.6486,Sun Apr 29 03:44:00 +0000 2018,0.773,0.0,@FoxNews,0.227,FoxNews,9,.@DarrellIssa: “The president has three responsibilities and one of them clearly is to protect our borders and he i… https://t.co/oVDl8zboyH
9,0.0,Sun Apr 29 03:43:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,10,"President @realDonaldTrump: ""@kanyewest gets it."" https://t.co/VnosOtyucK"
10,0.0,Sun Apr 29 03:42:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,11,"President @realDonaldTrump: ""The stock market is up almost 35% since the election."" https://t.co/ceB8FOlR3y"
11,0.0,Sun Apr 29 03:40:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,12,"During his rally in Michigan tonight, President @realDonaldTrump knocked the #WHCD. https://t.co/tuUtkl7rD3 https://t.co/Kapch0Bpir"
12,0.0,Sun Apr 29 03:36:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,13,MAY 1st: The West Virginia GOP Senate Primary Debate moderated by @BretBaier and @marthamaccallum - Tune in at 6:30… https://t.co/dl0zOvuo51
13,0.7783,Sun Apr 29 03:34:00 +0000 2018,0.714,0.0,@FoxNews,0.286,FoxNews,14,"President @realDonaldTrump: ""You watch @Comey and you watch the way he lies... I did you a great favor when I fired… https://t.co/VXsGaapgHz"
14,0.0,Sun Apr 29 03:31:42 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,15,Seattle Seahawks draft one-handed linebacker in the 5th round https://t.co/0s5pQwC7yz
15,0.0,Sun Apr 29 03:31:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,16,"President @realDonaldTrump: ""A vote for a Democrat in November is a vote for open borders and crime."" https://t.co/tEhnyCa5VB"
16,0.0,Sun Apr 29 03:24:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,17,"President @realDonaldTrump: ""A vote for a Democrat in November is a vote for open borders and crime."" https://t.co/VicJ5bmOoQ"
17,0.6369,Sun Apr 29 03:23:00 +0000 2018,0.625,0.0,@FoxNews,0.375,FoxNews,18,".@GiannoCaldwell: ""I love this @kanyewest dynamic."" https://t.co/8msDbpNvov https://t.co/nLSpp6iQs7"
18,0.0,Sun Apr 29 03:23:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,19,"President @realDonaldTrump: ""In all fairness, @kanyewest gets it."" https://t.co/tG4Iamabxa"
19,-0.1779,Sun Apr 29 03:20:47 +0000 2018,0.898,0.102,@FoxNews,0.0,FoxNews,20,"'So, They Would Hide Treason?': @TuckerCarlson Debates Obama Campaign Staffer on GOP Covering up 'Collusion'   https://t.co/pmLqZpnGbq"
20,-0.296,Sun Apr 29 03:18:33 +0000 2018,0.845,0.155,@FoxNews,0.0,FoxNews,21,".@DevinNunes: ""We found no collusion between the Trump campaign and the Russians."" https://t.co/wPqrJZKmLf"
21,0.3612,Sun Apr 29 03:15:00 +0000 2018,0.839,0.0,@FoxNews,0.161,FoxNews,22,.@Joy_Villa: @kanyewest supports President @realDonaldTrump -- Here’s why his actions are so monumental… https://t.co/iS99CNeT37
22,0.2732,Sun Apr 29 03:11:02 +0000 2018,0.877,0.0,@FoxNews,0.123,FoxNews,23,"At the #TrumpRally, President @realDonaldTrump paused his speech when a supporter in the audience became ill.… https://t.co/eUBCgX5qHZ"
23,0.4168,Sun Apr 29 03:08:23 +0000 2018,0.852,0.0,@FoxNews,0.148,FoxNews,24,".@THEHermanCain: ""The American people - including some Democrats - are not stupid. We've had enough evidence come o… https://t.co/tPnq5RFSnE"
24,0.4019,Sun Apr 29 03:01:08 +0000 2018,0.816,0.0,@FoxNews,0.184,FoxNews,25,".@kanyewest releases new song, doubling down on support for President @realDonaldTrump. https://t.co/Sp86r2JvNk https://t.co/3AZnaBL2Zk"
25,0.0,Sun Apr 29 02:57:24 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,26,".@GovMikeHuckabee on #WHCD: ""There's more authenticity at a wax museum than there is at one of these dinners."" https://t.co/a0Yfg4NbvN"
26,-0.5267,Sun Apr 29 02:57:00 +0000 2018,0.827,0.173,@FoxNews,0.0,FoxNews,27,"Hector Garza: “What we need to stop is catch and release. We need to stop releasing these people, if not the flood… https://t.co/Ezk0jglAVi"
27,0.0,Sun Apr 29 02:53:56 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,28,"President @realDonaldTrump: ""Nobody has done in their first year of office has done what we've done. It's not ME, i… https://t.co/YGLL4Vlirl"
28,0.0,Sun Apr 29 02:49:27 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,29,Sarah Jessica Parker calls Cynthia Nixon's run for governor 'brave': 'She has been an activist her entire life' https://t.co/ulh5Ml6LtX
29,0.4019,Sun Apr 29 02:48:43 +0000 2018,0.856,0.0,@FoxNews,0.144,FoxNews,30,"CORRECTION: @michelleisawolf: ""[@POTUS] wants to give teachers guns, and I support that because then they can sell… https://t.co/SYV4IdRqbf"
30,0.0,Sun Apr 29 02:46:50 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,31,Kathy Barnette: Kanye gets it. Just because I'm black don't assume I'm a Democrat https://t.co/urJEv6rWPE
31,0.6705,Sun Apr 29 02:41:30 +0000 2018,0.641,0.1,@FoxNews,0.26,FoxNews,32,".@michelleisawolf: ""We've got our friends at @CNN here... You guys love breaking news. And you did it. You broke it… https://t.co/XzaxlDBhjd"
32,-0.6369,Sun Apr 29 02:38:57 +0000 2018,0.785,0.215,@FoxNews,0.0,FoxNews,33,".@michelleisawolf to @TheDemocrats: ""You guys always find a way to mess it up. You're somehow going to lose by 12 p… https://t.co/t2cWyIW9fZ"
33,0.0,Sun Apr 29 02:37:25 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,34,".@michelleisawolf: ""You guys are going through Cabinet members quicker than @Starbucks throws out black people.""… https://t.co/AQCOkfs7SO"
34,0.649,Sun Apr 29 02:36:41 +0000 2018,0.667,0.098,@FoxNews,0.235,FoxNews,35,".@michelleisawolf: ""@alfranken was ousted. That one really hurt liberals. But I believe it was the great Ted Kenned… https://t.co/mEgszwicDP"
35,0.0,Sun Apr 29 02:35:19 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,36,"During his rally in Michigan tonight, President @realDonaldTrump knocked the #WHCD. https://t.co/tuUtkkPQLv https://t.co/njP8MkQGTA"
36,0.0,Sun Apr 29 02:34:23 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,37,".@michelleisawolf: ""Mike Pence is the kind of guy who brushes his teeth then drinks orange juice and thinks, 'Mmmm.… https://t.co/4zXFJBbKAs"
37,0.0772,Sun Apr 29 02:33:46 +0000 2018,0.942,0.0,@FoxNews,0.058,FoxNews,38,".@michelleisawolf: ""A lot of people want to Trump to be impeached, I do not, because just when you think Trump is a… https://t.co/1k5T2Jp0lx"
38,0.4019,Sun Apr 29 02:32:57 +0000 2018,0.87,0.0,@FoxNews,0.13,FoxNews,39,".@michelleisawolf: ""[@POTUS] wants to give teachers guns, and I support that because then they can sell them for th… https://t.co/TPrCktMh3O"
39,-0.0772,Sun Apr 29 02:32:14 +0000 2018,0.539,0.24,@FoxNews,0.222,FoxNews,40,".@michelleisawolf: ""Trump is racist though. He loves white nationalists."" #WHCD https://t.co/3R7nUa66Ye"
40,-0.7855,Sun Apr 29 02:31:29 +0000 2018,0.634,0.366,@FoxNews,0.0,FoxNews,41,".@michelleisawolf: ""Trump is so broke he has to fly failed business class."" #WHCD https://t.co/4eAOIML3zm"
41,0.0,Sun Apr 29 02:30:37 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,42,".@michelleisawolf: ""Mr. President, I don't think you're very rich."" #WHCD https://t.co/LD29nQZT72"
42,-0.6124,Sun Apr 29 02:30:10 +0000 2018,0.818,0.182,@FoxNews,0.0,FoxNews,43,".@michelleisawolf: ""People call Trump names all the time, and look I could call Trump a racist or misogynist or xen… https://t.co/OcghkRq0MP"
43,-0.4005,Sun Apr 29 02:28:32 +0000 2018,0.876,0.124,@FoxNews,0.0,FoxNews,44,".@michelleisawolf: ""It is kind of crazy that the Trump campaign was in contact with Russia when the Hillary campaig… https://t.co/wTy11bcNqQ"
44,0.4404,Sun Apr 29 02:26:53 +0000 2018,0.805,0.0,@FoxNews,0.195,FoxNews,45,".@michelleisawolf: ""Thanks to Trump, pink yarn sales are through the roof."" #WHCD https://t.co/QolRVxwXTK"
45,0.0,Sun Apr 29 02:26:09 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,46,".@michelleisawolf: ""It's 2018, and I'm a woman so you can not shut me up unless you have Michael Cohen wire me $130… https://t.co/JxrKcioC1p"
46,-0.3182,Sun Apr 29 02:25:18 +0000 2018,0.905,0.095,@FoxNews,0.0,FoxNews,47,".@michelleisawolf: ""I'm 32 years old, which is an odd age: 10 years too young to host this event, and 20 years too… https://t.co/yt2wh990yO"
47,0.0,Sun Apr 29 02:24:12 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,48,".@michelleisawolf: ""Trump is president, it's not ideal."" #WHCD https://t.co/k5Tl8gAcsN"
48,0.0,Sun Apr 29 02:23:27 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,49,".@margarettalev: ""If 2016 taught us anything, it's that we should be listening to more people outside of Washington… https://t.co/5g0a8Ei5PE"
49,0.5228,Sun Apr 29 02:18:04 +0000 2018,0.816,0.0,@FoxNews,0.184,FoxNews,50,"President @realDonaldTrump: ""Is this better than that phony, Washington White House Correspondents' Dinner? Is this… https://t.co/NZUAWXl9LG"
50,-0.0258,Sun Apr 29 02:14:57 +0000 2018,0.927,0.073,@FoxNews,0.0,FoxNews,51,".@MarkSteynOnline: ""The base has been longing for years about somebody who punches back."" @JudgeJeanine https://t.co/XCGXiIF3PO"
51,0.0,Sun Apr 29 02:07:14 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,52,"""Jenna and I will be spending the evening freshening up my @LinkedIn page.""

@SpeakerRyan starred in a short video… https://t.co/2dUpLu3Hac"
52,-0.3612,Sun Apr 29 02:06:00 +0000 2018,0.872,0.128,@FoxNews,0.0,FoxNews,53,"On @foxandfriends, @BPUnion Pres. Brandon Judd criticized the migrants who are part of a caravan headed toward the… https://t.co/RNuLCN9RY8"
53,0.7506,Sun Apr 29 02:01:53 +0000 2018,0.714,0.0,@FoxNews,0.286,FoxNews,54,"President of WH Correspondents' Association @margarettalev: ""What has always made America great is the ability to d… https://t.co/WlftsnyjQ5"
54,0.0,Sun Apr 29 01:58:23 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,55,"President of WH Correspondents' Association @margarettalev: ""As our president always says, 'It takes a village.'""… https://t.co/XKuxIm2bYA"
55,0.6705,Sun Apr 29 01:55:48 +0000 2018,0.686,0.0,@FoxNews,0.314,FoxNews,56,".@margarettalev: ""We welcome @WhiteHouse @PressSec Sarah Sanders... Thank you for being here."" #WHCD https://t.co/tWR3Plenwg"
56,0.0,Sun Apr 29 01:55:07 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,57,".@margarettalev: ""U.S. presidents have attended this dinner nearly every year since Calvin Coolidge's days, and tha… https://t.co/UlwG3owHe2"
57,0.0,Sun Apr 29 01:53:31 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,58,The 2018 White House Correspondents' Dinner takes place. #WHCD  https://t.co/ifyD5a2iMl
58,0.3818,Sun Apr 29 01:53:27 +0000 2018,0.843,0.0,@FoxNews,0.157,FoxNews,59,".@margarettalev: ""We're all here, all of us, because we cherish the First Amendment."" #WHCD https://t.co/4fNy8ToMIL"
59,0.6697,Sun Apr 29 01:49:44 +0000 2018,0.743,0.0,@FoxNews,0.257,FoxNews,60,".@margarettalev: ""We're sending our very best thoughts to former President @GeorgeHWBush tonight."" #WHCD https://t.co/BCDgcz5dkk"
60,0.0,Sun Apr 29 01:49:10 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,61,"President of WH Correspondents' Association @margarettalev: ""We are Republicans and Democrats and Independents, peo… https://t.co/n7fgqPpb1y"
61,0.0,Sun Apr 29 01:49:00 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,62,".@POTUS: ""You may have heard I was invited to another event tonight, the #WHCD, but I'd much rather be in Washingto… https://t.co/QjbUkSRksM"
62,0.0,Sun Apr 29 01:45:11 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,63,".@GovMikeHuckabee on #WHCD: ""There's more authenticity at a wax museum than there is at one of these dinners.""… https://t.co/mobw43Sdar"
63,0.0,Sun Apr 29 01:38:08 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,64,".@ChristopherHahn: ""I think we have far too much classified information in this country...what @Comey put out there… https://t.co/2JqLMv263c"
64,0.7783,Sun Apr 29 01:37:01 +0000 2018,0.714,0.0,@FoxNews,0.286,FoxNews,65,"President @realDonaldTrump: ""You watch @Comey and you watch the way he lies... I did you a great favor when I fired… https://t.co/M2WnZ0cocB"
65,-0.4767,Sun Apr 29 01:27:25 +0000 2018,0.829,0.171,@FoxNews,0.0,FoxNews,66,"On @WattersWorld, @RealCandaceO blamed poorly taught history for the reason @TheDemocrats have an overwhelming adva… https://t.co/1baLp1yECN"
66,0.0,Sun Apr 29 01:24:14 +0000 2018,1.0,0.0,@FoxNews,0.0,FoxNews,67,".@MarkSteynOnline: ""The Republican base has wanted for years a spokesman who smashes back...and for that very reaso… https://t.co/NnJ0kTUoZh"
67,-0.7845,Sun Apr 29 01:21:27 +0000 2018,0.699,0.301,@FoxNews,0.0,FoxNews,68,".@JudgeJeanine to @Comey: ""Jim, you were part of an anti-Trump conspiracy, violating the fundamental rules of your… https://t.co/Keli0Aez4l"
68,0.2732,Sun Apr 29 01:17:00 +0000 2018,0.711,0.123,@FoxNews,0.166,FoxNews,69,".@RealCandaceO: ""We learn our history wrong. We learn that LBJ was the greatest president for black America and tha… https://t.co/e4Ic0erhAk"
69,-0.0258,Sun Apr 29 01:16:42 +0000 2018,0.927,0.073,@FoxNews,0.0,FoxNews,70,".@MarkSteynOnline: ""The base has been longing for years about somebody who punches back."" @JudgeJeanine https://t.co/HA7kEjfkIp"
